custody_status,marital_status,rec_supervision_level,rec_supervision_level_text,score_text,type_of_assessment,raw_score,decile_score,person_id
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.74,1,8901
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.14,4,8902
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.11,1,8903
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.99,1,8904
Jail Inmate,Married,1,Low,Low,Risk of Violence,-4.08,1,8905
Jail Inmate,Single,4,High,High,Risk of Violence,-0.56,10,8906
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.18,1,8907
Jail Inmate,Significant Other,1,Low,Low,Risk of Violence,-2.87,2,8908
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.13,1,8909
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.2,4,8910
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.2,4,8910
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.48,7,8911
Jail Inmate,Single,4,High,High,Risk of Violence,-0.97,9,8912
Jail Inmate,Married,3,Medium with Override Consideration,Medium,Risk of Violence,-1.89,5,8913
Pretrial Defendant,Single,1,Low,Medium,Risk of Violence,-1.84,5,8914
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.26,3,8915
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.98,1,8916
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.5,6,8917
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.88,2,8918
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.48,1,8919
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.09,1,8920
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.34,1,8921
Jail Inmate,Single,1,Low,Low,Risk of Violence,-4.2,1,8922
Pretrial Defendant,Single,2,Medium,Low,Risk of Violence,-2.17,4,8923
Jail Inmate,Single,1,Low,Medium,Risk of Violence,-1.86,5,8924
Jail Inmate,Single,1,Low,Low,Risk of Violence,-1.98,4,8925
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.9,5,8926
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.47,3,8927
Pretrial Defendant,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.18,4,8928
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.85,2,8929
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.85,2,8929
Jail Inmate,Single,4,High,High,Risk of Violence,-0.77,9,8930
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.88,5,8931
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.7,2,8932
Jail Inmate,Single,4,High,High,Risk of Violence,-0.68,9,8933
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.43,1,8934
Pretrial Defendant,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.74,5,8935
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.69,2,8936
Pretrial Defendant,Single,2,Medium,Medium,Risk of Violence,-1.61,6,8937
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.34,3,8938
Pretrial Defendant,Single,1,Low,Medium,Risk of Violence,-1.78,5,8939
Jail Inmate,Divorced,1,Low,Low,Risk of Violence,-4.2,1,8940
Pretrial Defendant,Single,2,Medium,Medium,Risk of Violence,-1.56,6,8941
Jail Inmate,Single,1,Low,Medium,Risk of Violence,-1.82,5,8942
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.64,1,8943
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.22,1,8944
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.31,7,8945
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Violence,-0.96,9,8946
Jail Inmate,Married,1,Low,Low,Risk of Violence,-2.24,3,8947
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.55,3,8948
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.86,2,8949
Jail Inmate,Separated,1,Low,Low,Risk of Violence,-3.69,1,8950
Jail Inmate,Married,1,Low,Low,Risk of Violence,-2.16,4,8951
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-3.4,1,8952
Pretrial Defendant,Single,1,Low,Medium,Risk of Violence,-1.97,5,8953
Jail Inmate,Significant Other,1,Low,Low,Risk of Violence,-3.91,1,8954
Jail Inmate,Separated,3,Medium with Override Consideration,Medium,Risk of Violence,-1.77,5,8955
Jail Inmate,Significant Other,1,Low,Low,Risk of Violence,-3.19,1,8956
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-1.99,4,8957
Pretrial Defendant,Married,1,Low,Low,Risk of Violence,-3.4,1,8958
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.36,3,8959
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.08,1,8960
Pretrial Defendant,Single,4,High,High,Risk of Violence,-0.64,9,8961
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.42,3,8962
Jail Inmate,Single,4,High,High,Risk of Violence,-1.04,8,8963
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.2,1,8964
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.03,1,8965
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.41,3,8966
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-4,1,8967
Pretrial Defendant,Single,1,Low,Medium,Risk of Violence,-1.78,5,8968
Jail Inmate,Single,1,Low,Medium,Risk of Violence,-1.9,5,8969
Pretrial Defendant,Widowed,1,Low,Low,Risk of Violence,-3.54,1,8970
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.06,4,8971
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.12,4,8972
Pretrial Defendant,Single,2,Medium,Low,Risk of Violence,-2.64,2,8973
Jail Inmate,Single,4,High,High,Risk of Violence,-1.06,8,8974
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.59,2,8975
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.63,1,8976
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.53,3,8977
Pretrial Defendant,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.74,5,8978
Pretrial Defendant,Divorced,1,Low,Low,Risk of Violence,-3.17,1,8979
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.12,1,8980
Pretrial Defendant,Single,2,Medium,Medium,Risk of Violence,-1.5,6,8981
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.18,4,8982
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.96,1,8983
Jail Inmate,Divorced,1,Low,Low,Risk of Violence,-3.04,1,8984
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.58,2,8985
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.64,2,8986
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.58,1,8987
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.69,6,8988
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.48,7,8989
Jail Inmate,Divorced,1,Low,Low,Risk of Violence,-3.48,1,8990
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.32,7,8991
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.97,5,8992
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.39,3,8993
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.5,1,8994
Jail Inmate,Single,4,High,High,Risk of Violence,-0.43,10,8995
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Violence,-1.21,8,8996
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Violence,-1.25,8,8996
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.44,1,8997
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.7,1,8998
Jail Inmate,Single,4,High,High,Risk of Violence,-0.72,9,8999
Pretrial Defendant,Single,4,High,High,Risk of Violence,-0.72,9,8999
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.76,2,9000
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.32,7,9001
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.76,5,9002
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.33,3,9003
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.1,4,9004
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.72,2,9005
Probation,Separated,1,Low,Low,Risk of Violence,-3.62,1,9006
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.85,1,9007
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.25,1,9008
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.08,4,9009
Jail Inmate,Married,1,Low,Low,Risk of Violence,-2.61,2,9010
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.54,1,9011
Pretrial Defendant,Divorced,1,Low,Low,Risk of Violence,-4.05,1,9012
Jail Inmate,Divorced,1,Low,Low,Risk of Violence,-3.33,1,9013
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.9,1,9014
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.38,7,9015
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.69,2,9016
Jail Inmate,Single,4,High,High,Risk of Violence,-1.06,8,9017
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.26,7,9017
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.26,7,9017
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.26,3,9018
Pretrial Defendant,Married,1,Low,Low,Risk of Violence,-3.44,1,9019
Pretrial Defendant,Significant Other,1,Low,Low,Risk of Violence,-2.65,2,9020
Pretrial Defendant,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.55,6,9021
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.55,6,9021
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.85,2,9022
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.78,2,9022
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.64,1,9023
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.3,7,9024
Jail Inmate,Single,4,High,High,Risk of Violence,-1.03,8,9025
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.58,2,9026
Pretrial Defendant,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.29,3,9027
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.78,1,9028
Pretrial Defendant,Significant Other,1,Low,Low,Risk of Violence,-2.63,2,9029
Jail Inmate,Single,1,Low,Medium,Risk of Violence,-1.8,5,9030
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.3,3,9031
Jail Inmate,Married,2,Medium,Low,Risk of Violence,-2.88,2,9032
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.24,3,9033
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.65,1,9034
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.24,3,9035
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.94,1,9036
Jail Inmate,Single,1,Low,Medium,Risk of Violence,-1.94,5,9037
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.08,1,9038
Jail Inmate,Single,1,Low,Low,Risk of Violence,-1.98,4,9039
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.17,1,9040
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.31,1,9041
Jail Inmate,Divorced,1,Low,Low,Risk of Violence,-2.99,1,9042
Jail Inmate,Single,1,Low,Low,Risk of Violence,-1.98,4,9043
Pretrial Defendant,Single,2,Medium,Medium,Risk of Violence,-1.96,5,9044
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.7,2,9045
Pretrial Defendant,Significant Other,1,Low,Low,Risk of Violence,-2.5,3,9046
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.27,1,9047
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.44,1,9048
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.53,1,9049
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.33,1,9050
Pretrial Defendant,Significant Other,3,Medium with Override Consideration,High,Risk of Violence,-1.05,8,9051
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.18,4,9052
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.13,4,9053
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.41,7,9054
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.61,6,9055
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-3.15,1,9056
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-3.15,1,9056
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.47,3,9057
Jail Inmate,Single,1,Low,Medium,Risk of Violence,-1.78,5,9058
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.45,7,9059
Pretrial Defendant,Significant Other,1,Low,Low,Risk of Violence,-2.06,4,9060
Jail Inmate,Single,4,High,High,Risk of Violence,-1.18,8,9061
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.63,2,9062
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.49,1,9063
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.11,4,9064
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.17,1,9065
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.79,2,9066
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.2,4,9067
Jail Inmate,Separated,1,Low,Low,Risk of Violence,-2.92,2,9068
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.63,2,9069
Pretrial Defendant,Single,2,Medium,Low,Risk of Violence,-3.05,1,9070
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.89,5,9071
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.33,7,9072
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.22,1,9073
Jail Inmate,Married,2,Medium,Low,Risk of Violence,-2.71,2,9074
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.09,1,9075
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.95,1,9076
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.72,6,9077
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.06,4,9078
Jail Inmate,Single,1,Low,Medium,Risk of Violence,-1.75,5,9079
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.48,1,9080
Pretrial Defendant,Single,2,Medium,Medium,Risk of Violence,-1.45,7,9081
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.72,2,9082
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.3,3,9083
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.43,3,9083
Pretrial Defendant,Single,2,Medium,Medium,Risk of Violence,-1.53,6,9084
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.04,4,9085
Jail Inmate,Significant Other,3,Medium with Override Consideration,Medium,Risk of Violence,-1.76,5,9086
Pretrial Defendant,Divorced,1,Low,Low,Risk of Violence,-4.03,1,9087
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.62,1,9088
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.26,3,9089
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.73,1,9090
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.29,1,9091
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.83,1,9092
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.09,1,9092
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.32,7,9093
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.64,6,9094
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.79,5,9094
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.44,1,9095
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.44,7,9096
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.69,6,9097
Jail Inmate,Married,3,Medium with Override Consideration,Medium,Risk of Violence,-1.63,6,9098
Jail Inmate,Separated,1,Low,Low,Risk of Violence,-2.87,2,9099
Jail Inmate,Single,1,Low,Medium,Risk of Violence,-1.93,5,9100
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.43,3,9101
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.37,7,9102
Jail Inmate,Single,1,Low,Medium,Risk of Violence,-1.97,5,9103
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.48,7,9104
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.46,3,9105
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.85,2,9106
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.71,2,9107
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.56,2,9108
Pretrial Defendant,Single,2,Medium,Low,Risk of Violence,-1.98,4,9109
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.82,2,9110
Pretrial Defendant,Single,2,Medium,Medium,Risk of Violence,-1.56,6,9111
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.9,2,9112
Jail Inmate,Single,1,Low,Medium,Risk of Violence,-1.96,5,9113
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.61,2,9114
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.27,3,9115
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.97,1,9116
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.29,3,9117
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.48,3,9118
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.22,4,9119
Pretrial Defendant,Single,3,Medium with Override Consideration,High,Risk of Violence,-1.13,8,9120
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.71,2,9121
Pretrial Defendant,Single,1,Low,Medium,Risk of Violence,-1.86,5,9122
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.48,1,9123
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-1.98,4,9124
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.09,1,9125
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.56,2,9126
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.53,1,9127
Pretrial Defendant,Single,4,High,High,Risk of Violence,-0.79,9,9128
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.08,4,9129
Pretrial Defendant,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.92,5,9130
Jail Inmate,Married,2,Medium,Medium,Risk of Violence,-1.6,6,9131
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.68,2,9132
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-2.13,4,9133
Jail Inmate,Married,1,Low,Low,Risk of Violence,-4.45,1,9134
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.9,2,9135
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.32,3,9136
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.38,3,9137
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.49,3,9138
Jail Inmate,Divorced,2,Medium,Low,Risk of Violence,-3.03,1,9139
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.06,4,9140
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.61,6,9141
Jail Inmate,Significant Other,2,Medium,Low,Risk of Violence,-2.53,3,9142
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.73,6,9143
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.45,3,9144
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.36,3,9144
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.08,4,9145
Pretrial Defendant,Single,2,Medium,Medium,Risk of Violence,-1.41,7,9146
Jail Inmate,Single,4,High,High,Risk of Violence,-1.06,8,9147
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.8,2,9148
Jail Inmate,Single,4,High,High,Risk of Violence,-0.93,9,9149
Pretrial Defendant,Single,4,High,High,Risk of Violence,-0.7,9,9150
Pretrial Defendant,Single,4,High,High,Risk of Violence,-0.7,9,9150
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.02,1,9151
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.83,2,9152
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.73,6,9153
Jail Inmate,Single,1,Low,Low,Risk of Violence,-4.32,1,9154
Pretrial Defendant,Single,3,Medium with Override Consideration,High,Risk of Violence,-0.82,9,9155
Pretrial Defendant,Single,2,Medium,Low,Risk of Violence,-1.98,4,9156
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.47,7,9157
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.42,3,9158
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.98,1,9159
Jail Inmate,Single,4,High,High,Risk of Violence,-0.91,9,9160
Pretrial Defendant,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.85,2,9161
Pretrial Defendant,Single,3,Medium with Override Consideration,Low,Risk of Violence,-2.89,2,9161
Pretrial Defendant,Married,1,Low,Low,Risk of Violence,-3.48,1,9162
Jail Inmate,Married,3,Medium with Override Consideration,Medium,Risk of Violence,-1.8,5,9163
Pretrial Defendant,Single,2,Medium,Medium,Risk of Violence,-1.79,5,9164
Jail Inmate,Single,4,High,High,Risk of Violence,-0.45,10,9165
Jail Inmate,Single,1,Low,Medium,Risk of Violence,-1.8,5,9166
Jail Inmate,Separated,1,Low,Low,Risk of Violence,-2.36,3,9167
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.8,2,9168
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.24,1,9169
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.95,1,9170
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.33,1,9171
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.42,7,9172
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.58,6,9173
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.74,5,9174
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.56,1,9175
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.98,1,9176
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.12,4,9177
Jail Inmate,Single,1,Low,Low,Risk of Violence,-2.69,2,9178
Jail Inmate,Single,2,Medium,Medium,Risk of Violence,-1.7,6,9179
Jail Inmate,Significant Other,2,Medium,Medium,Risk of Violence,-1.68,6,9180
Jail Inmate,Divorced,1,Low,Low,Risk of Violence,-3.67,1,9181
Jail Inmate,Single,2,Medium,Low,Risk of Violence,-2.26,3,9182
Jail Inmate,Divorced,1,Low,Low,Risk of Violence,-2.82,2,9183
Jail Inmate,Single,1,Low,Low,Risk of Violence,-3.2,1,9184
Jail Inmate,Married,1,Low,Low,Risk of Violence,-3.33,1,9185
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Violence,-1.72,6,9186
Jail Inmate,Single,4,High,High,Risk of Violence,-0.57,10,9187
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-4.04,1,9188
Pretrial Defendant,Single,1,Low,Low,Risk of Violence,-3.63,1,9189
